package	total
piscem-infer	1739
pisces	14849
pispino	13176
pixelator	8277
pizzly	19515
pkiss	11229
planemo	142607
plannotate	7696
plant_tribes_assembly_post_processor	26161
plant_tribes_gene_family_aligner	19612
plant_tribes_gene_family_classifier	36589
plant_tribes_gene_family_integrator	19927
plant_tribes_gene_family_phylogeny_builder	20452
plant_tribes_kaks_analysis	19350
plantcv	35520
plasann	417
plasclass	5804
plascope	11155
plasflow	7485
plasmidcommunity	48
plasmidfinder	14392
plasmidhawk	5336
plasmidid	14167
plasmidtron	17466
plasnet	816
plass	16797
plassembler	20106
plastedma	3686
plastid	33292
platon	27253
platypus-conquistador	5979
platypus-variant	32126
plek	14466
pling	597
plink	110153
plink2	46914
plinkio	1674
plmc	1957
plncpro	8892
plotcritic	4180
plothic	746
plotsr	21642
pm4ngs	46802
pmdtools	8845
pmga	4573
pmlst	2317
pmmrcalculator	9361
pmultiqc	39657
pmx_biobb	13828
pneumo-typer	21626
pneumocat	14156
poa	75672
pod5	916
polap	3360
poly-qtlseq	1840
polymutt	5094
polypolish	12824
polystest	12306
pomegranate	14156
pomoxis	49382
poolsnp	1125
popdel	82405
popera	2683
popgen-entropy	6203
popins2	285
poplddecay	1111
popoolation2	506
poppunk	56617
popscle	7041
popt	66766
pore-c	5491
porechop	55383
porechop_abi	8934
poretools	33018
porfast	3503
portcullis	91637
poseidon-trident	22520
poseidon-xerxes	7874
postmaster	206
potrace	11005
pourrna	14736
pout2mzid	4950
pp	28230
pp-sketchlib	15063
ppanggolin	73069
ppanini	14238
pplacer	71839
pprodigal	3129
ppx	28114
prank	87922
predex	7733
predicthaplo	4191
predictosaurus	3825
preface	2625
prefersim	5433
prequal	4496
preseq	52501
president	33808
presto	38105
prestor	5974
pretext-suite	5425
pretextgraph	15832
pretextmap	24641
pretextsnapshot	13209
primalbedtools	209
primalscheme	6128
primedrpa	7974
primer3	147195
primer3-py	112969
primerclip	4486
primerforge	3773
primerprospector	5077
primers	1133
prince	24148
prinseq	39661
prinseq-plus-plus	8652
probabilistic2020	6693
probamconvert	16371
probcons	29811
probconsrna	29762
probeit	11478
proda	5830
prodigal	352776
prodigal-gv	22897
profile_dists	1217
progressivemauve	10113
prokaryote	9263
prokbert	1969
prokka	196354
proksee	12145
promotercalculator	284
pronto	82370
proot	5626
prooverlap	23
proovframe	3081
prophane	24432
prophasm	10302
prophex	11853
prophyle	209305
propy3	5866
prosampler	9842
prosic	21525
prosolo	32953
prot-scriber	15008
proteinortho	171700
proteomiqon-alignmentbasedquantification	1690
proteomiqon-alignmentbasedquantstatistics	3297
proteomiqon-joinquantpepionswithproteins	4260
proteomiqon-labeledproteinquantification	4234
proteomiqon-labelfreeproteinquantification	4237
proteomiqon-mzmltomzlite	7303
proteomiqon-peptidedb	10545
proteomiqon-peptidespectrummatching	13004
proteomiqon-proteininference	10520
proteomiqon-psmbasedquantification	11430
proteomiqon-psmstatistics	15005
proteowizard	8616
protgraph	22128
protk	5377
protmapper	20496
protrac	16503
provean	2023
prscs	3451
prymer	1848
psap	4708
psascan	5178
psass	7979
psauron	174
psdm	7745
pseqsid	325
pseudo-it	5100
psiclass	6800
psims	31029
psirc	861
psm-utils	19650
psm_fragments	10172
psmc	3184
pstools	2972
pstrain	1370
psytrans	2707
ptgaul	3744
ptools_bin	9194
ptrimmer	12709
pubchempy	166615
pubmlst_client	5184
pulchra	4329
pullseq	15499
pupmapper	139
pureclip	41671
purge-dups-runner	2669
purge_dups	12026
purge_haplotigs	27285
purple-bio	5341
pvacseq	12323
pvga	226
pxblat	21561
py-graphviz	17060
py2bit	164753
py_fasta_validator	9804
pyaavf	3626
pyabpoa	26467
pyalveo	32624
pyani	41655
pyani-plus	29
pyasn1-modules	82652
pyasp	8001
pyasr	2680
pybamparser	5775
pybamtools	11264
pybarrnap	2553
pybbi	16744
pybda	5546
pybdei	566
pybedgraph	30671
pybedlite	28842
pybedtools	741990
pybel	24964
pybigtools	10703
pybigwig	521008
pybiolib	149339
pybiomart	8908
pybmtools	2914
pybwa	6873
pychopper	35386
pycli	12655
pyclone	3608
pyclone-vi	8330
pycluster	20654
pycomo	3466
pycoqc	29238
pycov3	1707
pycoverm	808
pycrac	4246
pycsg	7716
pyctv_taxonomy	1468
pydamage	15804
pydbsnp	649
pydemult	10720
pydeseq2	22539
pydmtools	4394
pydna	21214
pydna_repeatfinder	3613
pydnase	16123
pydownsampler	2605
pydp	4320
pydpi	2814
pydustmasker	2374
pyeasyfuse	1248
pyega3	44687
pyensembl	63951
pyexcelerator	8007
pyfaidx	595293
pyfamsa	18180
pyfasta	19448
pyfastani	12687
pyfastaq	38817
pyfastg	2101
pyfastx	158383
pyfba	14588
pyfish	7188
pygcap	4714
pygenetic_code	951
pygenometracks	79219
pygenomeviz	26024
pygmes	13741
pygraphviz	80995
pygresql	9622
pygtftk	89541
pygvcf2coverage	2623
pyhalcyon	2409
pyham	1708
pyhashxx	10566
pyhmmer	167337
pyhmmsearch	380
pyimagingmspec	6195
pyimzml	18067
pyjaspar	19073
pyjess	3820
pykofamsearch	355
pylca	2447
pylibseq	40364
pyliftover	74292
pylipid	192
pyloh	20125
pylprotpredictor	2853
pymethylation_utils	288
pymisc-utils	14212
pymix	5803
pymlst	8183
pymochi	2503
pymot	5864
pymsaviz	12250
pymummer	57621
pymvpa	25913
pymzml	90351
pynacl	10404
pynast	39775
pynnotator	19080
pynteny	3379
pyomero-upload	17781
pyomo	18432
pyopal	13316
pyopenms	41309
pyopt	5495
pypairs	23198
pypeflow	43985
pypgatk	38408
pypgx	46501
pypints	15718
pypiper	12800
pyplink	732
pypolca	6254
pypore	19766
pyprophet	51045
pyqi	57702
pyquant-ms	26355
pyquery	7181
pyrad	10114
pyranges	284765
pyrle	139188
pyrodigal	139830
pyrodigal-gv	10043
pyroe	32125
pyrovelocity	1981
pyrpipe	5647
pysais	2920
pysam	4782011
pysamstats	84061
pyscaf	5944
pyscenic	718
pysctransform	44
pyseer	57492
pyseq-align	13875
pysftp	130884
pyskani	599
pyslim	7858
pyslow5	31999
pysnptools	11919
pyspoa	87590
pysradb	85850
pysvg	7538
pysvmlight	6305
pytabix	103415
pytantan	281
pytaxonkit	14962
pyteomics	162758
pytest-marks	9615
pytest-timeout	22604
pytest-workflow	11577
pythomics	18509
python-bioext	46615
python-bioformats	16125
python-chado	71867
python-cluster	18858
python-codon-tables	6368
python-consensuscore	35342
python-consensuscore2	13516
python-crypt4gh	3861
python-edlib	191970
python-eel	4880
python-fakemp	9196
python-goenrichment	7726
python-hivclustering	39497
python-hppy	19020
python-htsget	9082
python-hyphy-python	36498
python-intervaltree	15299
python-levenshtein	18948
python-libsbml	23289
python-mailund-newick	5287
python-monovar	1237
python-msgpack	23961
python-newick	35153
python-nextflow	11824
python-omero	95186
python-rnacentral	2721
python-sortedcontainers	21268
python-tripal	50530
python-weblogo	17735
python_circos	3192
pythoncyc	523
pythonnet	6427
pythonpy	21145
pytransaln	852
pytrf	8989
pytriangle	21583
pytrimal	19058
pytximport	2693
pyutilib	13049
pyvcf	110797
pyvcf3	243774
pyvolve	16892
pywdl	7904
pywfa	8016
pywgsim	3916
pyx	13188
qax	19625
qcat	14369
qcatch	74
qcli	44808
qcumber	5308
qfilt	7116
qgrs-cpp	9212
qhery	1876
qiime	109451
qiime-default-reference	43323
qiimetomaaslin	5124
qimba	173
qiskit-xyz2pdb	2701
qorts	18188
qsignature	18206
qtip	7775
qtlseq	32223
quake	7038
qualimap	179183
quantiprot	2850
quantms-rescoring	1268
quantms-utils	7502
quantpi	2121
quantwiz-iq	3352
quasildr	4946
quasirecomb	2998
quasitools	76295
quast	325818
quatradis	36001
query_phenomizer	11271
querynator	13266
quickbam	1622
quickdeconvolution	3064
quickmerge	6979
quicksect	36753
quicksnp	1659
quicktree	23306
quip	3373
quorum	6621
quota_anchor	1634
r-abdiv	142317
r-abind	7269
r-acidbase	112998
r-acidcli	24757
r-acidexperiment	30912
r-acidgenerics	61115
r-acidgenomes	48821
r-acidgsea	13434
r-acidmarkdown	22460
r-acidplots	78208
r-acidplyr	43282
r-acidsinglecell	22019
r-ada	7223
r-ade4	10830
r-adegenet	11802
r-adephylo	6179
r-agricolae	6002
r-ahocorasicktrie	6703
r-airr	3425
r-alakazam	20327
r-algdesign	6021
r-amap	7854
r-ampliconduo	4558
r-ampvis	8002
r-ampvis2	21899
r-anndata	8136
r-annotables	12831
r-aod	6141
r-aptreeshape	6585
r-archr	667
r-argparse	12075
r-argparser	5747
r-argumentcheck	5236
r-aroma.affymetrix	26190
r-aroma.apd	6001
r-aroma.core	31541
r-ash	15384
r-asics	5208
r-autospill	5705
r-azimuth	2093
r-base64	7442
r-basejump	163186
r-batch	10074
r-batchjobs	7450
r-bayesprism	2480
r-bbmisc	13669
r-bbmle	5857
r-bc3net	2949
r-bcbiobase	63901
r-bcbiornaseq	94671
r-bcbiosinglecell	38434
r-beanplot	6832
r-bedr	5670
r-bedtoolsr	5376
r-beyondcell	2598
r-bh	40527
r-biasedurn	8245
r-biganalytics	5101
r-biglm	5858
r-bigmemory	6897
r-bigmemory.sri	6486
r-bio3d	13162
r-biodb	42486
r-biom	8081
r-biomark	5249
r-biomartr	12230
r-bioverbs	59602
r-bipartite	6178
r-bisquerna	15500
r-bit	10264
r-bit64	11070
r-blockfest	6336
r-blockmodeling	10544
r-bma	14604
r-bmix	25
r-bpcells	36
r-breakaway	7134
r-brio	72551
r-bseqsc	3388
r-buencolors	551
r-bulkanalyser	3959
r-calder2	8982
r-calibrate	6953
r-canopy	11158
r-car	12039
r-caroline	5986
r-cate	11323
r-catools	40491
r-ccqtl	2150
r-ccube	3907
r-cdseq	3281
r-cellassign	16639
r-cellosaurus	19035
r-cghflasso	20140
r-cghseg	2149
r-changepoint	12152
r-chbutils	20989
r-checkmate	15584
r-checkpoint	6006
r-chord	1706
r-chromium	2895
r-chromvarmotifs	851
r-cimpl	8212
r-circlize	13463
r-circrnafull	288
r-classdiscovery	21632
r-cleangeostreamr	510
r-clinfun	3611
r-clvalid	2946
r-cnogpro	6089
r-cobrar	1723
r-codedepends	4134
r-coenocliner	6345
r-coloc	32841
r-combinat	6853
r-compquadform	5915
r-compute.es	6706
r-conos	12249
r-consensustme	4185
r-corbi	4520
r-corncob	8787
r-corpcor	8972
r-corrplot	12654
r-cp4p	6919
r-crbhits	2628
r-crisprcleanr	4619
r-crmn	3444
r-cssam	6215
r-ctree	17
r-d3heatmap	6101
r-dartr	27572
r-data.table	72105
r-dbchip	8217
r-ddir	3651
r-ddrtree	5934
r-deconcell	934
r-deconstructsigs	20663
r-delaporte	5780
r-deldir	7254
r-dendextend	8386
r-densityclust	5897
r-deoptimr	27495
r-deseqanalysis	79613
r-dgeclustering	6311
r-diagram	6866
r-diffcorr	8056
r-digest	71526
r-dimsum	25592
r-dinamic.duo	3806
r-diptest	7819
r-disco	2653
r-discriminer	6939
r-disprose	1950
r-dnet	12751
r-docopt	6639
r-dorng	7632
r-downloader	5081
r-dowser	7961
r-dpeak	9360
r-dplyr	21501
r-drc	7022
r-dsb	1550
r-dt	10659
r-dunn.test	6665
r-dwls	3715
r-dynamictreecut	9854
r-e1071	5428
r-eacon	8695
r-easydifferentialgenecoexpression	3019
r-easylift	580
r-easypar	42
r-ebimetagenomics	5070
r-ecodist	6092
r-eggnog	2355
r-ellipse	8581
r-emdbook	6239
r-empiricalfdr.deseq2	9818
r-enchantr	15120
r-enrichr	3039
r-epic	12615
r-epitrace	536
r-erah	3244
r-exactranktests	5354
r-exomedepth	22942
r-extrafont	5320
r-extrafontdb	5197
r-eztune	1318
r-facets	14734
r-factominer	10445
r-fail	7479
r-fastbaps	18581
r-fastcluster	10199
r-fastica	5975
r-fastmatch	6877
r-fastqcr	10928
r-fateid	14424
r-fda	7122
r-ff	6469
r-fftwtools	6633
r-fgwas	13496
r-fields	12709
r-findpython	8206
r-firebrowser	3578
r-fitdistrplus	7528
r-flashclust	6312
r-flexclust	5296
r-flexmix	6064
r-floral	24
r-flowr	12023
r-fmsb	6537
r-fnn	7551
r-fpc	5428
r-freerange	25651
r-funr	6866
r-funrar	6243
r-futile.logger	61639
r-futile.options	62403
r-future	33763
r-gam	13827
r-gamlss	5550
r-gamlss.data	6128
r-gamlss.dist	5930
r-gap	9595
r-garnett	6865
r-gbm	12138
r-gchromvar	579
r-gdtools	6233
r-geiger	15514
r-genabel	5505
r-genabel.data	6335
r-geneexpressionfromgeo	2321
r-genemodel	4490
r-genenet	7906
r-genometricorr	4941
r-genomictools	4980
r-genomictools.filehandler	2753
r-geoaxe	6256
r-geomap	6512
r-george	6711
r-getoptlong	8457
r-ggally	26007
r-ggalt	11952
r-gganatogram	2757
r-ggbiplot	8760
r-ggcoverage	3646
r-ggdendro	14900
r-ggmsa	3437
r-ggplot2	79195
r-ggrasp	6559
r-ggrepel	13399
r-ggsignif	6009
r-giant	7702
r-gkmsvm	22822
r-globaloptions	8330
r-globals	33461
r-gmd	7702
r-gmodels	5352
r-gmwt	6759
r-goalie	149182
r-goeveg	9884
r-googlevis	6909
r-gpca	5680
r-gplots	17675
r-gprofiler	7198
r-gpseq	5771
r-grain	19463
r-grbase	22630
r-grimport	6991
r-gsalib	22176
r-gsmoothr	7180
r-gsubfn	7952
r-guilds	5207
r-gwasexacthw	4980
r-gwpcr	25742
r-haplo.stats	5362
r-hardyweinberg	13938
r-harmony	12783
r-hdrcde	17282
r-hemdag	53193
r-hgvsparser	671
r-hierfstat	3925
r-histonehmm	24412
r-htmltools	19246
r-htmlwidgets	12435
r-htscluster	7075
r-htssip	11020
r-hwriter	21781
r-ic10	16268
r-ic10trainingdata	5398
r-ichorcna	21751
r-icluster	5346
r-idpmisc	7054
r-idr	8036
r-immucellaimouse	1121
r-immunedeconv	22952
r-imp4p	4874
r-imputelcmd	6913
r-inline	10206
r-inlinedocs	6941
r-intego	6423
r-interpretmsspectrum	4666
r-intlim	5841
r-ipo	6024
r-isogene	4210
r-isva	4986
r-itertools	6571
r-jackstraw	9848
r-jetset	2263
r-jpeg	5195
r-jsonlite	24826
r-kaos	4420
r-kernlab	6230
r-kinship2	6247
r-klar	5951
r-km.ci	6045
r-kmsurv	6087
r-knitr	14713
r-knitrbootstrap	6628
r-kriging	6791
r-ks	28627
r-lambda.r	61800
r-ldrtools	4547
r-ldweaver	4812
r-leapp	8506
r-leaps	12177
r-learnbayes	6268
r-leidenbase	24842
r-liger	16121
r-linxreport	950
r-lipidomer	2147
r-lisi	3818
r-listenv	33266
r-lme4qtl	5629
r-lncpipereporter	7465
r-locfdr	4993
r-locfit	34113
r-locuszoomr	545
r-logging	5446
r-longitudinal	7302
r-loom	10227
r-loomr	4630
r-loose.rock	8568
r-lsd	13025
r-lymphclon	2801
r-magrittr	31461
r-maldiquant	23319
r-maldiquantforeign	19733
r-maldirppa	6546
r-mams	521
r-matlab	5319
r-matrixeqtl	6458
r-matrixstats	35953
r-maxlik	5678
r-mba	6877
r-mclust	19918
r-mcpcounter	11790
r-merge-kallisto	3432
r-mess	9159
r-metablastr	1231
r-metaboanalyst	3249
r-metacoder	15300
r-metadig	1334
r-metalonda	11374
r-metama	9960
r-metap	4134
r-metarnaseq	5275
r-metstat	9048
r-mfassignr	1519
r-mgsz	3069
r-micropan	11633
r-microseq	6230
r-millefy	2111
r-minems2	18387
r-minionqc	8003
r-minpack.lm	5771
r-misc3d	15907
r-misctools	5568
r-misha	24962
r-missforest	5909
r-mitools	5941
r-mixedcca	2007
r-mixkernel	17922
r-mixomics	24207
r-mixtools	6134
r-mkmisc	5666
r-mlgt	6064
r-mmcpcounter	4242
r-mmgenome	13308
r-mmod	4371
r-momf	3751
r-momr	4260
r-monocle3	33854
r-motifbinner	5710
r-mqtl	5316
r-msm	13016
r-mspbwt	936
r-msqrob	13641
r-multicool	20934
r-multitaper	8210
r-music	3054
r-mutationalpatterns	7399
r-mutoss	17078
r-mutsigextractor	2031
r-mvr	5493
r-mytai	1267
r-nabor	7763
r-nam	4820
r-nanopore	15130
r-nanostringnorm	18195
r-nastiseq	8252
r-nbpseq	8949
r-ncbit	5710
r-netcomi	3878
r-ngsplot	7723
r-ngsplotdb-hg19	5437
r-ngsplotdb-hg38	5904
r-ngsplotdb-mm10	7245
r-nhmmfdr	5107
r-nleqslv	6294
r-nodiv	11830
r-noisyr	1773
r-nor1mix	7054
r-nozzle.r1	17062
r-oai	6314
r-oncopharmadb	8392
r-ontologyplot	5401
r-openxlsx	7200
r-optparse	23416
r-ore	6097
r-orqa	7178
r-outliers	5992
r-pack	5972
r-pairadise	1227
r-pamr	5453
r-panther	2362
r-params	6741
r-pathfindr	6015
r-pathosurveilr	89
r-pathwaytmb	4193
r-patpro	6645
r-pcalg	4677
r-pcapp	22721
r-pctgcdata	11943
r-peer	8532
r-pegas	11628
r-penalized	5810
r-perfmeas	9913
r-permute	10482
r-phangorn	11535
r-pheatmap	17909
r-phewas	7824
r-phonr	6376
r-phyext2	7746
r-phylobase	12417
r-phylomeasures	7967
r-phylosignal	11222
r-phytools	14938
r-pinfsc50	5575
r-pio	40
r-pipette	89446
r-plasmidprofiler	13920
r-plotly	22179
r-plotrix	13158
r-plsgenomics	2978
r-pma	20517
r-pmcmr	7114
r-png	10400
r-polynom	6686
r-polysat	10470
r-popgenome	14645
r-popgenreport	5443
r-pophelper	11423
r-poppr	24618
r-pore	13627
r-prabclus	5118
r-pracma	9188
r-precrec	5355
r-preseqr	6522
r-presto	3022
r-prestor	2917
r-prettyunits	7659
r-probmetab	17280
r-progress	6476
r-proj4	7176
r-propcis	4914
r-proteus-bartongroup	1491
r-proxy	5943
r-prroc	29312
r-pscbs	62466
r-pscl	6192
r-psminer	114
r-pspecterlib	1050
r-psych	13587
r-ptw	5900
r-purbayes	5306
r-qiime2r	2171
r-qiimer	6894
r-qlcmatrix	5392
r-qorts	9058
r-qpcr	5044
r-qqman	26743
r-qtl	5361
r-qtl2	7684
r-qtlseqr	3966
r-quilt	10816
r-quorts	5338
r-r.cache	18926
r-r.devices	6170
r-r.filesets	5998
r-r.huge	6169
r-r.methodss3	29775
r-r.oo	30063
r-r.rsp	5978
r-r.utils	30512
r-r0	2818
r-r2html	5177
r-r4cker	5857
r-raceid	8633
r-rainbow	16609
r-ramclustr	15414
r-rann	6115
r-rapidr	7374
r-rappdirs	7346
r-rbamtools	4626
r-rbison	6228
r-rblast	9778
r-rcircos	14169
r-rcppgsl	4588
r-rcppparallel	20073
r-rcpptoml	5181
r-readbrukerflexdata	12364
r-readmzxmldata	7732
r-readr	12706
r-rebird	15635
r-recetox-aplcms	21639
r-recetox-waveica	5008
r-recetox-xmsannotator	4150
r-redeemr	636
r-relaimpo	5903
r-relations	5783
r-remapenrich	316
r-rematch2	6872
r-rentrez	6058
r-reshape	8091
r-restfulr	180282
r-rfoc	7248
r-rgbif	25969
r-rgraphics	6573
r-riborex	5849
r-ridigbio	6138
r-rismed	3275
r-rjson	9552
r-rlist	5880
r-rmarkdown	8386
r-rmysql	5607
r-rnexml	22683
r-rniftyreg	6578
r-robustrankaggreg	8851
r-rocr	5622
r-rphast	7626
r-rphylip	8218
r-rpmg	7160
r-rrbgen	9524
r-rrcov	15112
r-rseis	8364
r-rsm	7048
r-rsnps	3203
r-rsolnp	6133
r-rspectral	3661
r-rtassel	3731
r-rtfbs	10889
r-rtsne	6082
r-rttf2pt1	5215
r-rubic	15339
r-runit	7486
r-rvertnet	6100
r-rwave	7042
r-saccharis	349
r-sads	5374
r-saige	204584
r-samr	17156
r-sartools	62602
r-sbpiper	11940
r-scales	37525
r-scatterplot3d	7354
r-scavenge	588
r-scbio	2857
r-scdc	5158
r-sceasy	16716
r-scevan	441
r-scimpute	12160
r-scoper	4701
r-scopfunctions	2593
r-scpred	10775
r-scrm	17840
r-scroshi	186
r-seamless	2280
r-segmented	6051
r-sendmailr	7927
r-seqinr	15882
r-seqmagick	5580
r-seqminer	15806
r-sequenza	13348
r-sets	5883
r-seurat	59454
r-seurat-data	1741
r-seurat-disk	1640
r-seurat-scripts	13265
r-sew	7941
r-sgtr	22408
r-shaman	5453
r-shape	8388
r-shazam	29203
r-shinyace	5966
r-shinyngs	47365
r-sigminer	53261
r-signac	45660
r-signal	7338
r-sigqc	13149
r-sigtree	8702
r-singlecellnet	4824
r-skellam	5879
r-sleuth	45655
r-smartsva	7049
r-smvar	5451
r-snow	64569
r-snowfall	11801
r-snpassoc	5385
r-soap-nmr	8529
r-solarius	7552
r-som	5418
r-spacexr	774
r-spam	13665
r-sparql	6966
r-spdep	6101
r-speaq	32740
r-speedglm	5938
r-spieceasi	17793
r-splancs	7024
r-splitstackshape	6273
r-spocc	17093
r-spp	49189
r-spring	2510
r-sqldf	5402
r-stampp	6626
r-statmod	24871
r-statvisual	8829
r-stitch	42012
r-stringr	19154
r-structssi	8317
r-survey	6572
r-svdialogs	6751
r-svgui	7036
r-swamp	18188
r-syntactic	89111
r-tailfindr	9797
r-taxa	14766
r-taxonomizr	17901
r-tcga2stat	8055
r-tcr	19231
r-testthat	12476
r-tfmpvalue	6843
r-tftargets	3648
r-tibble	38474
r-tidygenomics	12001
r-tidyheatmap	2787
r-tiff	7396
r-tigger	6768
r-tinyarray	9567
r-tmae	15060
r-traminer	10963
r-transformer	63281
r-transphylo	11045
r-treesim	9825
r-trimcluster	5442
r-truncnorm	6142
r-tsne	6130
r-tximport	5560
r-txrevise	5637
r-ukbrapr	799
r-umi4c	8528
r-umianalyzer	2163
r-upsetr	8514
r-vcfr	12677
r-vegan	44495
r-velocyto.r	7363
r-venn	6887
r-venndiagram	7844
r-virfinder	7883
r-viridis	14763
r-viscorvar	11534
r-vision	5983
r-wasabi	43364
r-waveslim	6404
r-wgcna	58448
r-whopgenome	7495
r-wicket	6279
r-workflowscriptscommon	23097
r-wormbase	3657
r-wrassp	6099
r-writexls	19182
r-xcell	12447
r-xgr	12310
r-xmlrpc	9059
r-xnomial	9067
r-yaml	20811
r-zerone	5443
r2r	14173
ra	19069
ra-integrate	5179
rabbitqcplus	2632
rabbitsketch	104
rabbittclust	682
rabies	1112
rabix-bunny	41730
racon	221615
rad_haplotyper	17078
radiant	760
radiantkit	171
radsex	22050
radtk	550
ragout	32986
ragtag	29144
rainbow	12994
raiss	11118
rambo-k	6682
randfold	13908
rapclust	15836
rapgreen	1081
rapid	43601
rapidnj	21872
rapidshapes	779
rapifilt	4596
rapmap	37513
rappas	9273
rapsearch	13120
raptor	15573
rascaf	6711
rasusa	43409
ratatosk	4031
ratt	2969
raven-assembler	73280
rawtools	13318
raxml	853548
raxml-ng	72502
ray	13022
razers3	49818
rbpbench	11081
rcorrector	28774
rcsbsearch	2075
rcx-tk	513
rd-analyzer	1915
rdeval	1468
rdfextras	6242
rdflib	10901
rdflib-jsonld	22610
rdkit	22505
rdock	7039
rdp-readseq	5570
rdp_classifier	12150
rdptools	18569
rdrpcatch	167
read-it-and-keep	13996
read2tree	1949
readfq	6972
reads2graph	703
readseq	10208
readucks	8114
reago	6207
real	5188
realphy	5755
reaper	6555
rebaler	20852
rebar	658
recalladapters	8542
recentrifuge	83229
recgraph	1749
recognizer	100515
recon	27625
recontig	11642
recur	26
recycler	19990
red	8324
reduce	5709
redundans	1465
referee	1268
referenceseeker	31380
reffinder	2066
refgenconf	59799
refgenie	55666
refgenieserver	19855
refinem	14506
reframed	4961
refseq_masher	15489
regenie	55335
regex	29735
regional	5267
regtools	26755
relecov-tools	264
relion	7016
relocate2	12534
remurna	5368
rename	24128
renano	9673
reneo	3293
renet2	2218
repaq	4834
reparation_blast	44295
repdenovo	4901
repeatmasker	104155
repeatmodeler	45063
repeatscout	30489
repenrich	6074
repic	5380
replidec	1327
reportfunk	2557
represent	11089
req	6095
requests-cache	16435
requests-mock	18114
requests-toolbelt	20889
rerconverge	2242
reseek	1011
reseq	7730
resfinder	7207
resistify	8040
resmico	8832
retry_decorator	15362
revbayes	6934
reveal	7717
reviewer	873
revoluzer	2864
revtrans	5141
rfmix	7166
rfplasmid	10931
rgccacmd	7022
rgi	116056
rgt	20295
rhocall	6880
rhotermpredict	528
riassigner	10180
riblast	1359
ribocode	41357
ribocutter	7689
ribodetector	14402
ribodiff	6720
ribolands	2605
riboloco	2547
ribominer	5205
riboplot	6404
riboraptor	5716
riborex	7553
riboseed	58737
riboseq-rust	4892
riboseqc	2573
ribotaper	13294
ribotin	4564
ribotish	23936
ribotools	797
ribotricer	25982
ribowaltz	3829
rich-msa	1178
rilseq	28468
ripcal	701
ripser	5347
rjchallis-assembly-stats	2584
rkp	2575
rlpipes	7229
rmap	5824
rmath4	2946
rmats	64085
rmats-long	912
rmats2sashimiplot	21368
rmblast	86214
rmetl	2260
rmlst_api	3547
rna-cd	5245
rna-seqc	31822
rnaalishapes	629
rnabloom	18410
rnablueprint	28994
rnabob	6873
rnabridge-align	4490
rnabridge-denovo	3111
rnachipintegrator	16498
rnaclust	5017
rnacode	7968
rnahybrid	2992
rnalien	44985
rnalyze	289
rnamining	725
rnanorm	4563
rnaprot	7303
rnaquast	26387
rnaredprint	5997
rnasamba	39779
rnashapes	37026
rnasketch	10406
rnasnp	9256
rnastructure	42256
rnavirhost	228
rnaz	20240
rnftools	55369
roadies	729
roary	57000
roary2fripan.py	5756
robust-bias-aware	350
rock	2211
rodeo	2858
roguenarok	3278
rop	8754
ropebwt2	14507
ropebwt3	3850
roprofile	5126
roprofile.py	5006
rosella	25812
rotate	360
rpbp	6801
rpf-count-cds	2984
rpfa	4492
rpfbagr	7564
rpkmforgenes	6201
rpsbproc	124320
rpy2	36517
rrikindp	2562
rrmscorer	2746
rsa	116716
rsat-core	13368
rscape	70374
rseg	5930
rsem	124473
rseqc	131597
rsidx	7984
rsrq	1654
rsv-typer	2946
rtg-tools	181286
rtk	9838
rtk2	2495
ruby	57211
ruby-dna-tools	6400
rucs	3309
ruffus	52241
rukki	677
run-dbcan	3218
runjob	7477
rust-bio-tools	290480
rust-gtars	1370
rust-mdbg	5883
rust-ncbitaxonomy	31862
rust-overlaps	7656
rustybam	26880
rustynuc	9987
rustyread	14795
rvtests	9901
rxdock	15072
ryuto	11433
s3gof3r	15368
s4pred	283
sabre	6774
saccharis	6452
safesim	4097
saffrontree	5341
sage-proteomics	31629
sailfish	34663
sainsc	4249
saintbioutils	5240
sak	6008
salmid	6653
salmon	425818
salsa2	7652
salty	7181
sam	7097
sam-algorithm	21833
sam2lca	10653
sam2pairwise	1020
samap	49987
sambamba	374088
samblaster	126624
samclip	42203
samcut	3034
samestr	3416
samhaplotag	12435
sampei	10389
sample-sheet	50057
samplot	62612
samrefiner	4671
samshee	1641
samsift	95916
samsifter	8088
samstats	7873
samstrip	281
samsum	21772
samtools	6194433
samwell	30010
sanitizeme	5845
sankoff	5328
sanntis	12089
sansa	13923
sap	30302
sarscov2formatter	10263
sarscov2summary	2900
sashimi-py	2401
saspector	7285
sat-bsa	4475
sativa	2303
satrap	6249
satsuma2	6286
savage	28337
savana	10383
savvy	24219
sawfish	3881
sbg-cwl-runner	4690
sbol-utilities	3440
sbpipe	11390
sbt	7545
sc-musketeers	559
sc3-scripts	8302
scaden	13200
scaffold_builder	7812
scagaire	2833
scala	7702
scallop	14100
scallop-lr	6384
scallop-umi	5522
scallop2	6653
scalop	2776
scalpel	55909
scanindel	5388
scanorama	25802
scanpy	132700
scanpy-cli	153
scanpy-scripts	120130
scapp	5561
scar	23328
scarap	261
scarches	542
scater-scripts	3034
sccaf	24388
sccaller	13392
sccmec	1829
scelestial	2532
scelvis	56293
scepia	7825
scexecute	5525
scg	5989
scglue	11139
schavott	26123
schema	18317
schema-salad	99620
schicexplorer	18810
schpl	502
scib	3472
scikit-allel	8350
scikit-bio	57664
scikits-datasmooth	10862
sciphi	13352
sciphin	2451
